gameid,tourneyid,tie,winnerid,winnername,winnerscore,winneroldrating,winnernewrating,winnerpos,loserid,losername,loserscore,loseroldrating,losernewrating,loserpos,round,division,date,lexicon,year
732494,2995,0,4034,Marcia Bowen,0,1062,1074,8,149,Merble Reagon,0,1145,1096,10,5,2,1994-05-14,0,1994
732495,2995,0,329,Emma Lewarenko,0,1076,1048,9,634,Irene Zeleniuk,0,907,903,11,1,2,1994-05-14,0,1994
732496,2995,0,329,Emma Lewarenko,0,1076,1048,9,13757,Joyce Hinote,0,882,818,12,6,2,1994-05-14,0,1994
732497,2995,0,149,Merble Reagon,0,1145,1096,10,13757,Joyce Hinote,0,882,818,12,1,2,1994-05-14,0,1994
732498,2996,0,6558,Lee Cooper,0,1538,1559,1,4351,Edward Coker,0,1455,1483,2,1,1,1994-05-14,0,1994
732499,2996,0,6558,Lee Cooper,0,1538,1559,1,1280,Maurice Decanio,0,1572,1542,8,2,1,1994-05-14,0,1994
732500,2996,0,6558,Lee Cooper,0,1538,1559,1,95,Glenn Filzer,0,1287,1287,15,3,1,1994-05-14,0,1994
732501,2996,0,685,Cynthia Seales,0,1371,1415,4,6558,Lee Cooper,0,1538,1559,1,4,1,1994-05-14,0,1994
732502,2996,0,6558,Lee Cooper,0,1538,1559,1,1309,Jerry Dynes,0,1413,1422,10,5,1,1994-05-14,0,1994
732503,2996,0,6558,Lee Cooper,0,1538,1559,1,685,Cynthia Seales,0,1371,1415,4,6,1,1994-05-14,0,1994
732504,2996,0,4241,Ed Ugarte,0,1476,1517,7,4351,Edward Coker,0,1455,1483,2,2,1,1994-05-14,0,1994
732505,2996,0,4351,Edward Coker,0,1455,1483,2,4484,Vi Ditommaso,0,1116,1132,14,3,1,1994-05-14,0,1994
732506,2996,0,4351,Edward Coker,0,1455,1483,2,248,Charlene White,0,1609,1581,9,4,1,1994-05-14,0,1994
732507,2996,0,4351,Edward Coker,0,1455,1483,2,4746,Selig Wassner,0,1788,1746,11,5,1,1994-05-14,0,1994
732508,2996,0,4351,Edward Coker,0,1455,1483,2,4241,Ed Ugarte,0,1476,1517,7,6,1,1994-05-14,0,1994
732509,2996,0,248,Charlene White,0,1609,1581,9,2290,John Morse,0,1558,1561,3,1,1,1994-05-14,0,1994
732510,2996,0,2290,John Morse,0,1558,1561,3,4484,Vi Ditommaso,0,1116,1132,14,2,1,1994-05-14,0,1994
732511,2996,0,2290,John Morse,0,1558,1561,3,685,Cynthia Seales,0,1371,1415,4,3,1,1994-05-14,0,1994
732512,2996,0,4746,Selig Wassner,0,1788,1746,11,2290,John Morse,0,1558,1561,3,4,1,1994-05-14,0,1994
732513,2996,0,2290,John Morse,0,1558,1561,3,95,Glenn Filzer,0,1287,1287,15,5,1,1994-05-14,0,1994
732514,2996,0,2290,John Morse,0,1558,1561,3,1309,Jerry Dynes,0,1413,1422,10,6,1,1994-05-14,0,1994
732515,2996,0,685,Cynthia Seales,0,1371,1415,4,4484,Vi Ditommaso,0,1116,1132,14,1,1,1994-05-14,0,1994
732516,2996,0,685,Cynthia Seales,0,1371,1415,4,248,Charlene White,0,1609,1581,9,2,1,1994-05-14,0,1994
732517,2996,0,685,Cynthia Seales,0,1371,1415,4,2428,Esla Ewida,0,1498,1514,5,5,1,1994-05-14,0,1994
732518,2996,0,2428,Esla Ewida,0,1498,1514,5,7264,Jay Levin,0,1731,1716,6,1,1,1994-05-14,0,1994
732519,2996,0,2428,Esla Ewida,0,1498,1514,5,615,Marie Puma,0,1218,1223,13,2,1,1994-05-14,0,1994
732520,2996,0,1309,Jerry Dynes,0,1413,1422,10,2428,Esla Ewida,0,1498,1514,5,3,1,1994-05-14,0,1994
732521,2996,0,2428,Esla Ewida,0,1498,1514,5,4241,Ed Ugarte,0,1476,1517,7,4,1,1994-05-14,0,1994
732522,2996,0,2428,Esla Ewida,0,1498,1514,5,248,Charlene White,0,1609,1581,9,6,1,1994-05-14,0,1994
732523,2996,0,7264,Jay Levin,0,1731,1716,6,7433,Karen Triesch,0,1386,1369,12,2,1,1994-05-14,0,1994
732524,2996,0,7264,Jay Levin,0,1731,1716,6,9053,Jun Escota,0,1221,1169,16,3,1,1994-05-14,0,1994
732525,2996,0,7264,Jay Levin,0,1731,1716,6,1309,Jerry Dynes,0,1413,1422,10,4,1,1994-05-14,0,1994
732526,2996,0,4241,Ed Ugarte,0,1476,1517,7,7264,Jay Levin,0,1731,1716,6,5,1,1994-05-14,0,1994
732527,2996,0,7264,Jay Levin,0,1731,1716,6,4746,Selig Wassner,0,1788,1746,11,6,1,1994-05-14,0,1994
732528,2996,0,4241,Ed Ugarte,0,1476,1517,7,1280,Maurice Decanio,0,1572,1542,8,1,1,1994-05-14,0,1994
732529,2996,0,4241,Ed Ugarte,0,1476,1517,7,4746,Selig Wassner,0,1788,1746,11,3,1,1994-05-14,0,1994
732530,2996,0,1280,Maurice Decanio,0,1572,1542,8,615,Marie Puma,0,1218,1223,13,3,1,1994-05-14,0,1994
732531,2996,0,95,Glenn Filzer,0,1287,1287,15,1280,Maurice Decanio,0,1572,1542,8,4,1,1994-05-14,0,1994
732532,2996,0,1280,Maurice Decanio,0,1572,1542,8,7433,Karen Triesch,0,1386,1369,12,5,1,1994-05-14,0,1994
732533,2996,0,1280,Maurice Decanio,0,1572,1542,8,95,Glenn Filzer,0,1287,1287,15,6,1,1994-05-14,0,1994
732534,2996,0,248,Charlene White,0,1609,1581,9,7433,Karen Triesch,0,1386,1369,12,3,1,1994-05-14,0,1994
732535,2996,0,248,Charlene White,0,1609,1581,9,615,Marie Puma,0,1218,1223,13,5,1,1994-05-14,0,1994
732536,2996,0,1309,Jerry Dynes,0,1413,1422,10,9053,Jun Escota,0,1221,1169,16,1,1,1994-05-14,0,1994
732537,2996,0,1309,Jerry Dynes,0,1413,1422,10,95,Glenn Filzer,0,1287,1287,15,2,1,1994-05-14,0,1994
732538,2996,0,4746,Selig Wassner,0,1788,1746,11,9053,Jun Escota,0,1221,1169,16,2,1,1994-05-14,0,1994
732539,2996,0,615,Marie Puma,0,1218,1223,13,7433,Karen Triesch,0,1386,1369,12,1,1,1994-05-14,0,1994
732540,2996,0,7433,Karen Triesch,0,1386,1369,12,4484,Vi Ditommaso,0,1116,1132,14,4,1,1994-05-14,0,1994
732541,2996,0,7433,Karen Triesch,0,1386,1369,12,9053,Jun Escota,0,1221,1169,16,6,1,1994-05-14,0,1994
732542,2996,0,615,Marie Puma,0,1218,1223,13,9053,Jun Escota,0,1221,1169,16,4,1,1994-05-14,0,1994
732543,2996,0,4484,Vi Ditommaso,0,1116,1132,14,615,Marie Puma,0,1218,1223,13,6,1,1994-05-14,0,1994
732544,2996,0,4484,Vi Ditommaso,0,1116,1132,14,9053,Jun Escota,0,1221,1169,16,5,1,1994-05-14,0,1994
732545,2997,0,3270,Michael Kavleski,0,1653,1671,1,5890,Anita Shields,0,1454,1433,23,1,1,1994-05-15,0,1994
732546,2997,0,3270,Michael Kavleski,0,1653,1671,1,14419,Irving Brenner,0,1259,1242,27,2,1,1994-05-15,0,1994
732547,2997,0,79,Sarah Rosenblum,0,1509,1520,12,3270,Michael Kavleski,0,1653,1671,1,3,1,1994-05-15,0,1994
732548,2997,0,3270,Michael Kavleski,0,1653,1671,1,4241,Ed Ugarte,0,1517,1520,14,4,1,1994-05-15,0,1994
732549,2997,0,3270,Michael Kavleski,0,1653,1671,1,4746,Selig Wassner,0,1746,1750,11,5,1,1994-05-15,0,1994
732550,2997,0,3270,Michael Kavleski,0,1653,1671,1,1280,Maurice Decanio,0,1542,1570,2,6,1,1994-05-15,0,1994
732551,2997,0,1280,Maurice Decanio,0,1542,1570,2,4351,Edward Coker,0,1483,1490,17,1,1,1994-05-15,0,1994
732552,2997,0,1280,Maurice Decanio,0,1542,1570,2,7433,Karen Triesch,0,1369,1370,29,2,1,1994-05-15,0,1994
732553,2997,0,1280,Maurice Decanio,0,1542,1570,2,9153,Ellen Forward,0,1326,1292,32,3,1,1994-05-15,0,1994
732554,2997,0,1280,Maurice Decanio,0,1542,1570,2,1957,Pat Brown,0,1407,1448,10,4,1,1994-05-15,0,1994
732555,2997,0,1280,Maurice Decanio,0,1542,1570,2,2290,John Morse,0,1561,1557,6,5,1,1994-05-15,0,1994
732556,2997,0,1957,Pat Brown,0,1407,1448,10,5795,Rena Lamagna,0,1488,1520,3,1,1,1994-05-15,0,1994
732557,2997,0,5795,Rena Lamagna,0,1488,1520,3,79,Sarah Rosenblum,0,1509,1520,12,2,1,1994-05-15,0,1994
732558,2997,0,5795,Rena Lamagna,0,1488,1520,3,14419,Irving Brenner,0,1259,1242,27,3,1,1994-05-15,0,1994
732559,2997,0,5795,Rena Lamagna,0,1488,1520,3,4351,Edward Coker,0,1483,1490,17,4,1,1994-05-15,0,1994
732560,2997,0,5795,Rena Lamagna,0,1488,1520,3,4241,Ed Ugarte,0,1517,1520,14,5,1,1994-05-15,0,1994
732561,2997,0,5795,Rena Lamagna,0,1488,1520,3,1957,Pat Brown,0,1407,1448,10,6,1,1994-05-15,0,1994
732562,2997,0,1774,Matt Hopkins,0,1033,1170,4,9078,Carol Kiddoe,0,1347,1271,28,1,1,1994-05-15,0,1994
732563,2997,0,1774,Matt Hopkins,0,1033,1170,4,4484,Vi Ditommaso,0,1132,1152,9,2,1,1994-05-15,0,1994
732564,2997,0,120,Marty Fialkow,0,1123,1140,7,1774,Matt Hopkins,0,1033,1170,4,3,1,1994-05-15,0,1994
732565,2997,0,1774,Matt Hopkins,0,1033,1170,4,2195,Adele Soldano,0,1023,1027,24,4,1,1994-05-15,0,1994
732566,2997,0,1774,Matt Hopkins,0,1033,1170,4,4484,Vi Ditommaso,0,1132,1152,9,5,1,1994-05-15,0,1994
732567,2997,0,1774,Matt Hopkins,0,1033,1170,4,329,Emma Lewarenko,0,1048,1093,8,6,1,1994-05-15,0,1994
732568,2997,0,9053,Jun Escota,0,1169,1240,5,2195,Adele Soldano,0,1023,1027,24,1,1,1994-05-15,0,1994
732569,2997,0,9053,Jun Escota,0,1169,1240,5,8982,Eileen Berger,0,1185,1150,31,2,1,1994-05-15,0,1994
732570,2997,0,9053,Jun Escota,0,1169,1240,5,4034,Marcia Bowen,0,1074,1121,16,3,1,1994-05-15,0,1994
732571,2997,0,9053,Jun Escota,0,1169,1240,5,16033,Imogene Hicks,0,1157,1109,19,4,1,1994-05-15,0,1994
732572,2997,0,329,Emma Lewarenko,0,1048,1093,8,9053,Jun Escota,0,1169,1240,5,5,1,1994-05-15,0,1994
732573,2997,0,9053,Jun Escota,0,1169,1240,5,95,Glenn Filzer,0,1287,1265,6,6,1,1994-05-15,0,1994
732574,2997,0,2290,John Morse,0,1561,1557,6,14419,Irving Brenner,0,1259,1242,27,1,1,1994-05-15,0,1994
732575,2997,0,2290,John Morse,0,1561,1557,6,5890,Anita Shields,0,1454,1433,23,2,1,1994-05-15,0,1994
732576,2997,0,4351,Edward Coker,0,1483,1490,17,2290,John Morse,0,1561,1557,6,3,1,1994-05-15,0,1994
732577,2997,0,2290,John Morse,0,1561,1557,6,3225,Pat Soldano,0,1234,1246,26,4,1,1994-05-15,0,1994
732578,2997,0,2290,John Morse,0,1561,1557,6,1309,Jerry Dynes,0,1422,1429,18,6,1,1994-05-15,0,1994
732579,2997,0,95,Glenn Filzer,0,1287,1265,6,120,Marty Fialkow,0,1123,1140,7,1,1,1994-05-15,0,1994
732580,2997,0,120,Marty Fialkow,0,1123,1140,7,634,Irene Zeleniuk,0,903,906,30,2,1,1994-05-15,0,1994
732581,2997,0,4484,Vi Ditommaso,0,1132,1152,9,120,Marty Fialkow,0,1123,1140,7,4,1,1994-05-15,0,1994
732582,2997,0,120,Marty Fialkow,0,1123,1140,7,16033,Imogene Hicks,0,1157,1109,19,5,1,1994-05-15,0,1994
732583,2997,0,120,Marty Fialkow,0,1123,1140,7,2195,Adele Soldano,0,1023,1027,24,6,1,1994-05-15,0,1994
732584,2997,0,329,Emma Lewarenko,0,1048,1093,8,16033,Imogene Hicks,0,1157,1109,19,1,1,1994-05-15,0,1994
732585,2997,0,2195,Adele Soldano,0,1023,1027,24,329,Emma Lewarenko,0,1048,1093,8,2,1,1994-05-15,0,1994
732586,2997,0,329,Emma Lewarenko,0,1048,1093,8,8982,Eileen Berger,0,1185,1150,31,3,1,1994-05-15,0,1994
732587,2997,0,329,Emma Lewarenko,0,1048,1093,8,95,Glenn Filzer,0,1287,1265,6,4,1,1994-05-15,0,1994
732588,2997,0,4484,Vi Ditommaso,0,1132,1152,9,634,Irene Zeleniuk,0,903,906,30,1,1,1994-05-15,0,1994
732589,2997,0,4484,Vi Ditommaso,0,1132,1152,9,9078,Carol Kiddoe,0,1347,1271,28,3,1,1994-05-15,0,1994
732590,2997,0,4484,Vi Ditommaso,0,1132,1152,9,16033,Imogene Hicks,0,1157,1109,19,6,1,1994-05-15,0,1994
732591,2997,0,1957,Pat Brown,0,1407,1448,10,685,Cynthia Seales,0,1415,1403,20,2,1,1994-05-15,0,1994
732592,2997,0,1957,Pat Brown,0,1407,1448,10,6558,Lee Cooper,0,1559,1534,15,3,1,1994-05-15,0,1994
732593,2997,0,1957,Pat Brown,0,1407,1448,10,79,Sarah Rosenblum,0,1509,1520,12,5,1,1994-05-15,0,1994
732594,2997,0,4746,Selig Wassner,0,1746,1750,11,4913,Barbara Glass,0,1478,1454,25,2,1,1994-05-15,0,1994
732595,2997,0,4746,Selig Wassner,0,1746,1750,11,5699,Mark Feldman,0,1599,1553,21,3,1,1994-05-15,0,1994
732596,2997,0,4746,Selig Wassner,0,1746,1750,11,1309,Jerry Dynes,0,1422,1429,18,4,1,1994-05-15,0,1994
732597,2997,0,4746,Selig Wassner,0,1746,1750,11,4241,Ed Ugarte,0,1517,1520,14,6,1,1994-05-15,0,1994
732598,2997,0,79,Sarah Rosenblum,0,1509,1520,12,685,Cynthia Seales,0,1415,1403,20,1,1,1994-05-15,0,1994
732599,2997,0,79,Sarah Rosenblum,0,1509,1520,12,584,Daniel Goldman,0,1226,1245,22,4,1,1994-05-15,0,1994
732600,2997,0,79,Sarah Rosenblum,0,1509,1520,12,4351,Edward Coker,0,1483,1490,17,6,1,1994-05-15,0,1994
732601,2997,0,95,Glenn Filzer,0,1287,1265,6,9078,Carol Kiddoe,0,1347,1271,28,2,1,1994-05-15,0,1994
732602,2997,0,2195,Adele Soldano,0,1023,1027,24,95,Glenn Filzer,0,1287,1265,6,3,1,1994-05-15,0,1994
732603,2997,0,95,Glenn Filzer,0,1287,1265,6,4034,Marcia Bowen,0,1074,1121,16,5,1,1994-05-15,0,1994
732604,2997,0,4241,Ed Ugarte,0,1517,1520,14,9153,Ellen Forward,0,1326,1292,32,1,1,1994-05-15,0,1994
732605,2997,0,4241,Ed Ugarte,0,1517,1520,14,5699,Mark Feldman,0,1599,1553,21,2,1,1994-05-15,0,1994
732606,2997,0,4241,Ed Ugarte,0,1517,1520,14,685,Cynthia Seales,0,1415,1403,20,3,1,1994-05-15,0,1994
732607,2997,0,6558,Lee Cooper,0,1559,1534,15,7433,Karen Triesch,0,1369,1370,29,1,1,1994-05-15,0,1994
732608,2997,0,4351,Edward Coker,0,1483,1490,17,6558,Lee Cooper,0,1559,1534,15,2,1,1994-05-15,0,1994
732609,2997,0,4913,Barbara Glass,0,1478,1454,25,6558,Lee Cooper,0,1559,1534,15,4,1,1994-05-15,0,1994
732610,2997,0,6558,Lee Cooper,0,1559,1534,15,685,Cynthia Seales,0,1415,1403,20,5,1,1994-05-15,0,1994
732611,2997,0,6558,Lee Cooper,0,1559,1534,15,584,Daniel Goldman,0,1226,1245,22,6,1,1994-05-15,0,1994
732612,2997,0,4034,Marcia Bowen,0,1074,1121,16,8982,Eileen Berger,0,1185,1150,31,1,1,1994-05-15,0,1994
732613,2997,0,16033,Imogene Hicks,0,1157,1109,19,4034,Marcia Bowen,0,1074,1121,16,2,1,1994-05-15,0,1994
732614,2997,0,4034,Marcia Bowen,0,1074,1121,16,9078,Carol Kiddoe,0,1347,1271,28,4,1,1994-05-15,0,1994
732615,2997,0,4034,Marcia Bowen,0,1074,1121,16,14419,Irving Brenner,0,1259,1242,27,6,1,1994-05-15,0,1994
732616,2997,0,4351,Edward Coker,0,1483,1490,17,4913,Barbara Glass,0,1478,1454,25,5,1,1994-05-15,0,1994
732617,2997,0,1309,Jerry Dynes,0,1422,1429,18,5699,Mark Feldman,0,1599,1553,21,1,1,1994-05-15,0,1994
732618,2997,0,1309,Jerry Dynes,0,1422,1429,18,9153,Ellen Forward,0,1326,1292,32,2,1,1994-05-15,0,1994
732619,2997,0,7433,Karen Triesch,0,1369,1370,29,1309,Jerry Dynes,0,1422,1429,18,3,1,1994-05-15,0,1994
732620,2997,0,1309,Jerry Dynes,0,1422,1429,18,3225,Pat Soldano,0,1234,1246,26,5,1,1994-05-15,0,1994
732621,2997,0,16033,Imogene Hicks,0,1157,1109,19,634,Irene Zeleniuk,0,903,906,30,3,1,1994-05-15,0,1994
732622,2997,0,685,Cynthia Seales,0,1415,1403,20,5890,Anita Shields,0,1454,1433,23,4,1,1994-05-15,0,1994
732623,2997,0,685,Cynthia Seales,0,1415,1403,20,9153,Ellen Forward,0,1326,1292,32,6,1,1994-05-15,0,1994
732624,2997,0,5699,Mark Feldman,0,1599,1553,21,9153,Ellen Forward,0,1326,1292,32,4,1,1994-05-15,0,1994
732625,2997,0,584,Daniel Goldman,0,1226,1245,22,5699,Mark Feldman,0,1599,1553,21,5,1,1994-05-15,0,1994
732626,2997,0,5699,Mark Feldman,0,1599,1553,21,3225,Pat Soldano,0,1234,1246,26,6,1,1994-05-15,0,1994
732627,2997,0,584,Daniel Goldman,0,1226,1245,22,3225,Pat Soldano,0,1234,1246,26,2,1,1994-05-15,0,1994
732628,2997,0,4913,Barbara Glass,0,1478,1454,25,584,Daniel Goldman,0,1226,1245,22,3,1,1994-05-15,0,1994
732629,2997,0,3225,Pat Soldano,0,1234,1246,26,5890,Anita Shields,0,1454,1433,23,3,1,1994-05-15,0,1994
732630,2997,0,5890,Anita Shields,0,1454,1433,23,9153,Ellen Forward,0,1326,1292,32,5,1,1994-05-15,0,1994
732631,2997,0,5890,Anita Shields,0,1454,1433,23,4913,Barbara Glass,0,1478,1454,25,6,1,1994-05-15,0,1994
732632,2997,0,14419,Irving Brenner,0,1259,1242,27,2195,Adele Soldano,0,1023,1027,24,5,1,1994-05-15,0,1994
732633,2997,0,3225,Pat Soldano,0,1234,1246,26,4913,Barbara Glass,0,1478,1454,25,1,1,1994-05-15,0,1994
732634,2997,0,14419,Irving Brenner,0,1259,1242,27,634,Irene Zeleniuk,0,903,906,30,4,1,1994-05-15,0,1994
732635,2997,0,9078,Carol Kiddoe,0,1347,1271,28,634,Irene Zeleniuk,0,903,906,30,5,1,1994-05-15,0,1994
732636,2997,0,634,Irene Zeleniuk,0,903,906,30,9078,Carol Kiddoe,0,1347,1271,28,6,1,1994-05-15,0,1994
732637,3152,0,2002,Heather Drumm,0,1704,1724,1,9422,Milton Evans,0,1028,1165,3,1,1,1994-03-25,0,1994
732638,3152,0,2002,Heather Drumm,0,1704,1724,1,5051,Greg McCormick,0,1410,1453,4,2,1,1994-03-25,0,1994
732639,3152,0,2002,Heather Drumm,0,1704,1724,1,2275,Irving Pierce,0,1378,1364,8,3,1,1994-03-25,0,1994
732640,3152,0,2002,Heather Drumm,0,1704,1724,1,1242,David Goodman,0,1587,1608,2,4,1,1994-03-25,0,1994
732641,3152,0,2002,Heather Drumm,0,1704,1724,1,2290,John Morse,0,1464,1480,5,5,1,1994-03-25,0,1994
732642,3152,0,1242,David Goodman,0,1587,1608,2,1245,Mark Goodman,0,1463,1427,10,1,1,1994-03-25,0,1994
732643,3152,0,1242,David Goodman,0,1587,1608,2,11128,Joseph Brennan,0,1382,1356,9,2,1,1994-03-25,0,1994
732644,3152,0,1242,David Goodman,0,1587,1608,2,2471,Mary Leonbruno,0,1381,1375,6,3,1,1994-03-25,0,1994
732645,3152,0,1242,David Goodman,0,1587,1608,2,2000,Don Drumm,0,1636,1601,7,5,1,1994-03-25,0,1994
732646,3152,0,9422,Milton Evans,0,1028,1165,3,2000,Don Drumm,0,1636,1601,7,2,1,1994-03-25,0,1994
732647,3152,0,9422,Milton Evans,0,1028,1165,3,1245,Mark Goodman,0,1463,1427,10,3,1,1994-03-25,0,1994
732648,3152,0,11128,Joseph Brennan,0,1382,1356,9,9422,Milton Evans,0,1028,1165,3,4,1,1994-03-25,0,1994
732649,3152,0,9422,Milton Evans,0,1028,1165,3,2471,Mary Leonbruno,0,1381,1375,6,5,1,1994-03-25,0,1994
732650,3152,0,5051,Greg McCormick,0,1410,1453,4,2471,Mary Leonbruno,0,1381,1375,6,1,1,1994-03-25,0,1994
732651,3152,0,2000,Don Drumm,0,1636,1601,7,5051,Greg McCormick,0,1410,1453,4,3,1,1994-03-25,0,1994
732652,3152,0,5051,Greg McCormick,0,1410,1453,4,1245,Mark Goodman,0,1463,1427,10,4,1,1994-03-25,0,1994
732653,3152,0,5051,Greg McCormick,0,1410,1453,4,11128,Joseph Brennan,0,1382,1356,9,5,1,1994-03-25,0,1994
732654,3152,0,2290,John Morse,0,1464,1480,5,2000,Don Drumm,0,1636,1601,7,1,1,1994-03-25,0,1994
732655,3152,0,2290,John Morse,0,1464,1480,5,1245,Mark Goodman,0,1463,1427,10,2,1,1994-03-25,0,1994
732656,3152,0,2290,John Morse,0,1464,1480,5,11128,Joseph Brennan,0,1382,1356,9,3,1,1994-03-25,0,1994
732657,3152,0,2471,Mary Leonbruno,0,1381,1375,6,2290,John Morse,0,1464,1480,5,4,1,1994-03-25,0,1994
732658,3152,0,2471,Mary Leonbruno,0,1381,1375,6,2275,Irving Pierce,0,1378,1364,8,2,1,1994-03-25,0,1994
732659,3152,0,2000,Don Drumm,0,1636,1601,7,2275,Irving Pierce,0,1378,1364,8,4,1,1994-03-25,0,1994
732660,3152,0,2275,Irving Pierce,0,1378,1364,8,11128,Joseph Brennan,0,1382,1356,9,1,1,1994-03-25,0,1994
732661,3152,0,1245,Mark Goodman,0,1463,1427,10,2275,Irving Pierce,0,1378,1364,8,5,1,1994-03-25,0,1994
732662,3152,0,2862,Marion Pizer,0,1232,1253,1,154,Kurt Kopitz,0,1094,1101,5,1,2,1994-03-25,0,1994
732663,3152,0,2862,Marion Pizer,0,1232,1253,1,22539,Tom Digesare,0,0,888,10,2,2,1994-03-25,0,1994
732664,3152,0,2862,Marion Pizer,0,1232,1253,1,16319,Ed York,0,0,1055,6,3,2,1994-03-25,0,1994
732665,3152,0,2862,Marion Pizer,0,1232,1253,1,5229,Janet Benoit,0,0,888,8,4,2,1994-03-25,0,1994
732666,3152,0,2862,Marion Pizer,0,1232,1253,1,68,David Abolafia,0,0,1055,7,5,2,1994-03-25,0,1994
732667,3152,0,3634,Mary Mettais,0,1193,1198,2,22539,Tom Digesare,0,0,888,10,1,2,1994-03-25,0,1994
732668,3152,0,3634,Mary Mettais,0,1193,1198,2,16319,Ed York,0,0,1055,6,2,2,1994-03-25,0,1994
732669,3152,0,3634,Mary Mettais,0,1193,1198,2,5229,Janet Benoit,0,0,888,8,3,2,1994-03-25,0,1994
732670,3152,0,68,David Abolafia,0,0,1055,7,3634,Mary Mettais,0,1193,1198,2,4,2,1994-03-25,0,1994
732671,3152,0,3634,Mary Mettais,0,1193,1198,2,154,Kurt Kopitz,0,1094,1101,5,5,2,1994-03-25,0,1994
732672,3152,0,16319,Ed York,0,0,1055,6,3690,Catherine Rindenello,0,1018,1044,3,1,2,1994-03-25,0,1994
732673,3152,0,3690,Catherine Rindenello,0,1018,1044,3,5229,Janet Benoit,0,0,888,8,2,2,1994-03-25,0,1994
732674,3152,0,3690,Catherine Rindenello,0,1018,1044,3,68,David Abolafia,0,0,1055,7,3,2,1994-03-25,0,1994
732675,3152,1,3690,Catherine Rindenello,0,1018,1044,3,154,Kurt Kopitz,0,1094,1101,5,4,2,1994-03-25,0,1994
732676,3152,0,3690,Catherine Rindenello,0,1018,1044,3,22539,Tom Digesare,0,0,888,10,5,2,1994-03-25,0,1994
732677,3152,0,4155,Jonas Kover,0,1090,1088,4,5229,Janet Benoit,0,0,888,8,1,2,1994-03-25,0,1994
732678,3152,0,4155,Jonas Kover,0,1090,1088,4,68,David Abolafia,0,0,1055,7,2,2,1994-03-25,0,1994
732679,3152,0,154,Kurt Kopitz,0,1094,1101,5,4155,Jonas Kover,0,1090,1088,4,3,2,1994-03-25,0,1994
732680,3152,0,22539,Tom Digesare,0,0,888,10,4155,Jonas Kover,0,1090,1088,4,4,2,1994-03-25,0,1994
732681,3152,0,4155,Jonas Kover,0,1090,1088,4,16319,Ed York,0,0,1055,6,5,2,1994-03-25,0,1994
732682,3152,0,154,Kurt Kopitz,0,1094,1101,5,2475,Barbara Munde,0,1101,1057,9,2,2,1994-03-25,0,1994
732683,3152,0,16319,Ed York,0,0,1055,6,2475,Barbara Munde,0,1101,1057,9,4,2,1994-03-25,0,1994
732684,3152,0,68,David Abolafia,0,0,1055,7,2475,Barbara Munde,0,1101,1057,9,1,2,1994-03-25,0,1994
732685,3152,0,5229,Janet Benoit,0,0,888,8,2475,Barbara Munde,0,1101,1057,9,5,2,1994-03-25,0,1994
732686,3152,0,2475,Barbara Munde,0,1101,1057,9,22539,Tom Digesare,0,0,888,10,3,2,1994-03-25,0,1994
732687,3152,0,14101,Bernice Trexler,0,816,845,1,16258,Bonnie Brodsky,0,0,748,6,1,3,1994-03-25,0,1994
732688,3152,0,14101,Bernice Trexler,0,816,845,1,2664,Les Hipenbecker,0,0,581,9,2,3,1994-03-25,0,1994
732689,3152,0,14101,Bernice Trexler,0,816,845,1,17967,Estelle Freedman,0,0,500,10,3,3,1994-03-25,0,1994
732690,3152,0,14101,Bernice Trexler,0,816,845,1,17966,Lori Sherman,0,756,725,8,4,3,1994-03-25,0,1994
732691,3152,0,14101,Bernice Trexler,0,816,845,1,16887,Barbara Martin,0,0,581,7,5,3,1994-03-25,0,1994
732692,3152,0,14102,Netta Werner,0,913,921,2,2664,Les Hipenbecker,0,0,581,9,1,3,1994-03-25,0,1994
732693,3152,1,14102,Netta Werner,0,913,921,2,17967,Estelle Freedman,0,0,500,10,2,3,1994-03-25,0,1994
732694,3152,0,14102,Netta Werner,0,913,921,2,17966,Lori Sherman,0,756,725,8,3,3,1994-03-25,0,1994
732695,3152,0,14102,Netta Werner,0,913,921,2,16887,Barbara Martin,0,0,581,7,4,3,1994-03-25,0,1994
732696,3152,0,14102,Netta Werner,0,913,921,2,16258,Bonnie Brodsky,0,0,748,6,5,3,1994-03-25,0,1994
732697,3152,0,9423,Christine Rawson,0,654,711,3,17967,Estelle Freedman,0,0,500,10,1,3,1994-03-25,0,1994
732698,3152,0,9423,Christine Rawson,0,654,711,3,17966,Lori Sherman,0,756,725,8,2,3,1994-03-25,0,1994
732699,3152,0,9423,Christine Rawson,0,654,711,3,16887,Barbara Martin,0,0,581,7,3,3,1994-03-25,0,1994
732700,3152,0,16258,Bonnie Brodsky,0,0,748,6,9423,Christine Rawson,0,654,711,3,4,3,1994-03-25,0,1994
732701,3152,0,9423,Christine Rawson,0,654,711,3,2664,Les Hipenbecker,0,0,581,9,5,3,1994-03-25,0,1994
732702,3152,0,2480,Joan O'Neill,0,853,856,4,17966,Lori Sherman,0,756,725,8,1,3,1994-03-25,0,1994
732703,3152,0,2480,Joan O'Neill,0,853,856,4,16887,Barbara Martin,0,0,581,7,2,3,1994-03-25,0,1994
732704,3152,0,16258,Bonnie Brodsky,0,0,748,6,2480,Joan O'Neill,0,853,856,4,3,3,1994-03-25,0,1994
732705,3152,0,2480,Joan O'Neill,0,853,856,4,2664,Les Hipenbecker,0,0,581,9,4,3,1994-03-25,0,1994
